id	eixo	curso	cd_cbo	desc_cbo	marc_inc
61	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção Automotiva	314405	Técnico de manutenção de sistemas e instrumentos	
62	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Aeronaves em Aviônicos	314310	Técnico mecânico (aeronaves)	
65	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Aeronaves em Aviônicos	314405	Técnico de manutenção de sistemas e instrumentos	
63	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Aeronaves em Aviônicos	341115	Mecânico de voo	
64	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Aeronaves em Aviônicos	914105	Mecânico de manutenção de aeronaves, em geral	
66	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Aeronaves em Célula	314310	Técnico mecânico (aeronaves)	
70	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Aeronaves em Célula	314405	Técnico de manutenção de sistemas e instrumentos	
67	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Aeronaves em Célula	341115	Mecânico de voo	
68	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Aeronaves em Célula	914105	Mecânico de manutenção de aeronaves, em geral	
69	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Aeronaves em Célula	914110	Mecânico de manutenção de sistema hidráulico de aeronaves (serviços de pista e hangar)	
71	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Aeronaves em Grupo Motopropulsor	314310	Técnico mecânico (aeronaves)	
75	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Aeronaves em Grupo Motopropulsor	314405	Técnico de manutenção de sistemas e instrumentos	
72	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Aeronaves em Grupo Motopropulsor	341115	Mecânico de voo	
73	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Aeronaves em Grupo Motopropulsor	725405	Mecânico montador de motores de aeronaves	
74	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Aeronaves em Grupo Motopropulsor	725605	Montador de estruturas de aeronaves	
81	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Máquinas Industriais	314405	Técnico de manutenção de sistemas e instrumentos	
76	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Máquinas Industriais	314410	Técnico em manutenção de máquinas	
77	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Máquinas Industriais	911305	Mecânico de manutenção de máquinas, em geral	
78	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Máquinas Industriais	911310	Mecânico de manutenção de máquinas gráficas	
79	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Máquinas Industriais	911320	Mecânico de manutenção de máquinas têxteis	
80	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Máquinas Industriais	911325	Mecânico de manutenção de máquinasferramentas (usinagem de metais)	
82	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Máquinas Navais	314315	Técnico mecânico (embarcações)	
84	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Máquinas Navais	314405	Técnico de manutenção de sistemas e instrumentos	
83	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Máquinas Navais	914205	Mecânico de manutenção de motores e equipamentos navais	
86	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Máquinas Pesadas	314405	Técnico de manutenção de sistemas e instrumentos	
85	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Máquinas Pesadas	314410	Técnico em manutenção de máquinas	
87	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Máquinas Pesadas	913105	Mecânico de manutenção de aparelhos de levantamento	
88	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Máquinas Pesadas	913110	Mecânico de manutenção de equipamento de mineração	
89	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Máquinas Pesadas	913115	Mecânico de manutenção de máquinas agrícolas	
90	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Máquinas Pesadas	913120	Mecânico de manutenção de máquinas de construção e terraplenagem	
91	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Máquinas Pesadas	914420	Mecânico de manutenção de tratores	
94	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Sistemas Metroferroviários	314405	Técnico de manutenção de sistemas e instrumentos	
93	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Sistemas Metroferroviários	352310	Agente fiscal de qualidade	
92	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Manutenção de Sistemas Metroferroviários	914305	Mecânico de manutenção de veículos ferroviários	
95	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Mecânica	314110	Técnico mecânico	
96	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Mecânica	314120	Técnico mecânico (máquinas)	
97	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Mecânica	314125	Técnico mecânico (motores)	
99	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Mecânica de Precisão	314105	Técnico em mecânica de precisão	
98	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Mecânica de Precisão	314110	Técnico mecânico	
100	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Mecânica de Precisão	915105	Técnico em manutenção de instrumentos de medição e precisão	
102	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Mecatrônica	300105	Técnico em mecatrônica-automação da manufatura	
101	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Mecatrônica	300110	Técnico em mecatrônica-robótica	
103	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Mecatrônica	300305	Técnico em eletromecânica	
104	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Mecatrônica	352310	Agente fiscal de qualidade	
106	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Metalurgia	314605	Inspetor de soldagem	
105	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Metalurgia	314705	Técnico de acabamento em siderurgia	
108	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Metrologia	313405	Técnico em calibração	
109	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Metrologia	313415	Encarregado de manutenção de instrumentos de controle, medição e similares	
107	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Metrologia	352305	Metrologista	
110	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Metrologia	352315	Agente fiscal metrológico	
111	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Processamento da Madeira	321205	Técnico em madeira	
112	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Refrigeração e Climatização	314115	Técnico mecânico (calefação, ventilação e refrigeração)	
113	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Refrigeração e Climatização	911205	Mecânico de manutenção e instalação de aparelhos de climatização e refrigeração	
114	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Sistemas a Gás	314110	Técnico mecânico	
115	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Sistemas de Energia Renovável	313110	Eletrotécnico (produção de energia)	
117	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Soldagem	314605	Inspetor de soldagem	
116	CONTROLE E PROCESSOS INDUSTRIAIS	Técnico em Soldagem	314620	Técnico em soldagem	
118	DESENVOLVIMENTO EDUCACIONAL E SOCIAL 	Técnico em Alimentação Escolar	---		
119	DESENVOLVIMENTO EDUCACIONAL E SOCIAL 	Técnico em Biblioteconomia	371110	Técnico em Biblioteconomia	
120	DESENVOLVIMENTO EDUCACIONAL E SOCIAL 	Técnico em Infraestrutura Escolar	---		
121	DESENVOLVIMENTO EDUCACIONAL E SOCIAL 	Técnico em Laboratório de Ciências da Natureza	---		
122	DESENVOLVIMENTO EDUCACIONAL E SOCIAL 	Técnico em Ludoteca	371410	Recreador	
123	DESENVOLVIMENTO EDUCACIONAL E SOCIAL 	Técnico em Multimeios Didáticos	---		
124	DESENVOLVIMENTO EDUCACIONAL E SOCIAL 	Técnico em orientação Comunitária	515305	Educador social	
125	DESENVOLVIMENTO EDUCACIONAL E SOCIAL 	Técnico em orientação Comunitária	515310	Agente de ação social	
126	DESENVOLVIMENTO EDUCACIONAL E SOCIAL 	Técnico em Produção de Materiais Didáticos Bilíngues em Libras/Língua Portuguesa	---		
127	DESENVOLVIMENTO EDUCACIONAL E SOCIAL 	Técnico em Secretaria Escolar	---		
128	DESENVOLVIMENTO EDUCACIONAL E SOCIAL 	Técnico em Tradução e Interpretação de Libras	---		
129	DESENVOLVIMENTO EDUCACIONAL E SOCIAL 	Técnico em Treinamento e Instrução de Cães-Guias	---		
130	GESTÃO E NEGÓCIOS	Técnico em Administração	351305	Técnico em Administração	
134	GESTÃO E NEGÓCIOS	Técnico em Comércio	354140	Técnico em Atendimento e Vendas	
131	GESTÃO E NEGÓCIOS	Técnico em Comércio	354205	Comprador	
133	GESTÃO E NEGÓCIOS	Técnico em Comércio	354705	Representante comercial autônomo	
132	GESTÃO E NEGÓCIOS	Técnico em Comércio	521115	Promotor de Vendas	
136	GESTÃO E NEGÓCIOS	Técnico em Comércio Exterior	342105	Analista de transporte em comércio exterior	
137	GESTÃO E NEGÓCIOS	Técnico em Comércio Exterior	342210	Despachante aduaneiro	
135	GESTÃO E NEGÓCIOS	Técnico em Comércio Exterior	351310	Técnico em administração de comércio exterior	
138	GESTÃO E NEGÓCIOS	Técnico em Condomínio	510110	Administrador de Edifícios	
139	GESTÃO E NEGÓCIOS	Técnico em Contabilidade	351105	Técnico de contabilidade	
140	GESTÃO E NEGÓCIOS	Técnico em Contabilidade	351110	Chefe de contabilidade (técnico)	
141	GESTÃO E NEGÓCIOS	Técnico em Contabilidade	351115	Consultor contábil (técnico)	
142	GESTÃO E NEGÓCIOS	Técnico em Cooperativismo	---		
143	GESTÃO E NEGÓCIOS	Técnico em Finanças	353205	Técnico de operações e serviços bancários-câmbio	
144	GESTÃO E NEGÓCIOS	Técnico em Finanças	353210	Técnico de operações e serviços bancários-crédito imobiliário	
145	GESTÃO E NEGÓCIOS	Técnico em Finanças	353215	Técnico de operações e serviços bancários-crédito rural	
146	GESTÃO E NEGÓCIOS	Técnico em Finanças	353220	Técnico de operações e serviços bancários-leasing	
148	GESTÃO E NEGÓCIOS	Técnico em Logística	342110	Operador de transporte multimodal	
149	GESTÃO E NEGÓCIOS	Técnico em Logística	391115	Controlador de entrada e saída	
147	GESTÃO E NEGÓCIOS	Técnico em Logística	391125	Técnico de planejamento de produção	
151	GESTÃO E NEGÓCIOS	Técnico em Marketing	354130	Promotor de vendas especializado	
150	GESTÃO E NEGÓCIOS	Técnico em Marketing	354140	Técnico em Atendimento e Vendas	
152	GESTÃO E NEGÓCIOS	Técnico em Qualidade	391205	Inspetor de qualidade	
153	GESTÃO E NEGÓCIOS	Técnico em Recursos Humanos	351315	Agente de recrutamento e seleção	
154	GESTÃO E NEGÓCIOS	Técnico em Secretariado	351505	Técnico em secretariado	
157	GESTÃO E NEGÓCIOS	Técnico em Seguros	351710	Analista de sinistros	
156	GESTÃO E NEGÓCIOS	Técnico em Seguros	351735	Técnico de resseguros	
155	GESTÃO E NEGÓCIOS	Técnico em Seguros	351740	Técnico de seguros	
158	GESTÃO E NEGÓCIOS	Técnico em Seguros	354505	Corretor de seguros	
160	GESTÃO E NEGÓCIOS	Técnico em Serviços Jurídicos	351405	Escrevente	
159	GESTÃO E NEGÓCIOS	Técnico em Serviços Jurídicos	351430	Auxiliar de serviços jurídicos	
161	GESTÃO E NEGÓCIOS	Técnico em Serviços Públicos	---		
166	GESTÃO E NEGÓCIOS	Técnico em Transações Imobiliárias	354130	Promotor de vendas especializado	
165	GESTÃO E NEGÓCIOS	Técnico em Transações Imobiliárias	354140	Técnico em atendimento e vendas	
163	GESTÃO E NEGÓCIOS	Técnico em Transações Imobiliárias	354205	Comprador	
164	GESTÃO E NEGÓCIOS	Técnico em Transações Imobiliárias	354410	Avaliador de imóveis	
162	GESTÃO E NEGÓCIOS	Técnico em Transações Imobiliárias	354605	Corretor de imóveis	
167	GESTÃO E NEGÓCIOS	Técnico em Vendas	354135	Técnico de vendas	
168	GESTÃO E NEGÓCIOS	Técnico em Vendas	354140	Técnico em atendimento e vendas	
170	GESTÃO E NEGÓCIOS	Técnico em Vendas	354705	Representante comercial autônomo	
169	GESTÃO E NEGÓCIOS	Técnico em Vendas	521115	Promotor de vendas	
171	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Computação Gráfica	317120	Programador de multimídia	
172	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Desenvolvimento de Sistemas	317105	Programador de internet	
173	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Desenvolvimento de Sistemas	317110	Programador de sistemas de informação	
178	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Informática	212315	Administrador de sistemas operacionais	
177	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Informática	313220	Técnico em manutenção de equipamentos de informática	
174	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Informática	317110	Programador de sistemas de informação	
176	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Informática	317205	Operador de computador (inclusive microcomputador)	
175	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Informática	317210	Técnico de apoio ao usuário de informática (helpdesk)	
179	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Informática para Internet	317105	Programador de internet	
181	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Informática para Internet	317110	Programador de sistemas de informação	
180	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Informática para Internet	317120	Programador de multimídia	
182	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Manutenção e Suporte em Informática	313220	Técnico em manutenção de equipamentos de informática	
183	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Manutenção e Suporte em Informática	317210	Técnico de apoio ao usuário de informática (helpdesk)	
184	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Programação de Jogos Digitais	317120	Programador de multimídia	
185	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Redes de Computadores	313220	Técnico em Manutenção de equipamentos de informática	
186	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Redes de Computadores	317210	Técnico de apoio ao usuário de informática (helpdesk)	
188	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Sistemas de Comutação	313305	Técnico de comunicação de dados	
187	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Sistemas de Comutação	313310	Técnico de rede (telecomunicações)	
189	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Sistemas de Comutação	731305	Instalador-reparador de equipamentos de comutação em telefonia	
192	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Sistemas de Transmissão	313305	Técnico de comunicação de dados	
191	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Sistemas de Transmissão	313310	Técnico de rede (telecomunicações)	
193	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Sistemas de Transmissão	313315	Técnico de Telecomunicações (Telefonia)	
190	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Sistemas de Transmissão	313320	Técnico de transmissão (telecomunicações)	
194	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Sistemas de Transmissão	391205	Inspetor de qualidade	
196	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Telecomunicações	313305	Técnico de comunicação de dados	
197	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Telecomunicações	313310	Técnico de rede (telecomunicações)	
195	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Telecomunicações	313315	Técnico de telecomunicações (telefonia)	
198	INFORMAÇÃO E COMUNICAÇÃO	Técnico em Telecomunicações	313320	Técnico de transmissão (telecomunicações)	
200	INFRAESTRUTURA	Técnico Aeroportuário	342210	Despachante aduaneiro	
201	INFRAESTRUTURA	Técnico Aeroportuário	342510	Despachante operacional de voo	
202	INFRAESTRUTURA	Técnico Aeroportuário	342515	Fiscal de aviação civil (FAC)	
203	INFRAESTRUTURA	Técnico Aeroportuário	342530	Inspetor de aviação civil	
204	INFRAESTRUTURA	Técnico Aeroportuário	342535	Operador de atendimento aeroviário	
199	INFRAESTRUTURA	Técnico Aeroportuário	342540	Supervisor da administração de aeroportos	
207	INFRAESTRUTURA	Técnico em Agrimensura	312310	Técnico em geodésia e cartografia	
205	INFRAESTRUTURA	Técnico em Agrimensura	312320	Topógrafo	
206	INFRAESTRUTURA	Técnico em Agrimensura	318110	Desenhista técnico (cartografia)	
208	INFRAESTRUTURA	Técnico em Carpintaria	321205	Técnico em madeira	
209	INFRAESTRUTURA	Técnico em Desenho de Construção Civil	318005	Desenhista técnico	
210	INFRAESTRUTURA	Técnico em Desenho de Construção Civil	318010	Desenhista detalhista	
211	INFRAESTRUTURA	Técnico em Desenho de Construção Civil	318015	Desenhista detalhista	
212	INFRAESTRUTURA	Técnico em Desenho de Construção Civil	318105	Desenhista técnico (arquitetura)	
213	INFRAESTRUTURA	Técnico em Desenho de Construção Civil	318110	Desenhista técnico (cartografia)	
214	INFRAESTRUTURA	Técnico em Desenho de Construção Civil	318115	Desenhista técnico (construção civil)	
215	INFRAESTRUTURA	Técnico em Desenho de Construção Civil	318120	Desenhista técnico (instalações hidrossanitárias)	
216	INFRAESTRUTURA	Técnico em Desenho de Construção Civil	318505	Desenhista projetista de arquitetura	
217	INFRAESTRUTURA	Técnico em Desenho de Construção Civil	318510	Desenhista projetista de construção civil	
218	INFRAESTRUTURA	Técnico em Edificações	312105	Técnico de obras civis	
219	INFRAESTRUTURA	Técnico em Edificações	318005	Desenhista técnico	
220	INFRAESTRUTURA	Técnico em Edificações	318010	Desenhista detalhista	
221	INFRAESTRUTURA	Técnico em Edificações	318015	Desenhista detalhista	
222	INFRAESTRUTURA	Técnico em Edificações	318105	Desenhista técnico (arquitetura)	
223	INFRAESTRUTURA	Técnico em Edificações	318110	Desenhista técnico (cartografia)	
224	INFRAESTRUTURA	Técnico em Edificações	318115	Desenhista técnico (construção civil)	
225	INFRAESTRUTURA	Técnico em Edificações	318120	Desenhista técnico (instalações hidrossanitárias)	
226	INFRAESTRUTURA	Técnico em Estradas	312205	Técnico de estradas	
227	INFRAESTRUTURA	Técnico em Estradas	312320	Topógrafo	
228	INFRAESTRUTURA	Técnico em Geodésia e Cartografia	312310	Técnico em geodésia e cartografia	
229	INFRAESTRUTURA	Técnico em Geodésia e Cartografia	312320	Topógrafo	
230	INFRAESTRUTURA	Técnico em Geodésia e Cartografia	318110	Desenhista técnico (cartografia)	
231	INFRAESTRUTURA	Técnico em Geoprocessamento	312320	Topógrafo	
232	INFRAESTRUTURA	Técnico em Geoprocessamento	318110	Desenhista técnico (cartografia)	
233	INFRAESTRUTURA	Técnico em Hidrologia	312315	Técnico em hidrografia	
234	INFRAESTRUTURA	Técnico em Portos	342210	Despachante aduaneiro	
235	INFRAESTRUTURA	Técnico em Portos	342605	Chefe de estação portuária	
236	INFRAESTRUTURA	Técnico em Portos	342610	Supervisor de operações portuárias	
237	INFRAESTRUTURA	Técnico em Portos	354305	Analista de exportação e importação	
238	INFRAESTRUTURA	Técnico em Saneamento	312210	Técnico de saneamento	
239	INFRAESTRUTURA	Técnico em Trânsito	342305	Chefe de serviço de transporte rodoviário (passageiros e cargas)	
240	INFRAESTRUTURA	Técnico em Trânsito	342310	Inspetor de serviços de transportes rodoviários (passageiros e cargas)	
243	INFRAESTRUTURA	Técnico em Transporte Aquaviário	215220	Superintendente técnico no transporte aquaviário	
242	INFRAESTRUTURA	Técnico em Transporte Aquaviário	342605	Chefe de estação portuária	
241	INFRAESTRUTURA	Técnico em Transporte Aquaviário	342610	Supervisor de operações portuárias	
246	INFRAESTRUTURA	Técnico em Transporte de Cargas	342120	Afretador	
244	INFRAESTRUTURA	Técnico em Transporte de Cargas	342305	Chefe de serviço de transporte rodoviário (passageiros e cargas)	
245	INFRAESTRUTURA	Técnico em Transporte de Cargas	342310	Inspetor de serviços de transportes rodoviários (passageiros e cargas)	
247	INFRAESTRUTURA	Técnico em Transporte de Cargas	342315	Supervisor de carga e descarga	
248	INFRAESTRUTURA	Técnico em Transporte de Cargas	510105	Supervisor de transportes	
250	INFRAESTRUTURA	Técnico em Transporte Dutoviário	342110	Operador de transporte multimodal	
249	INFRAESTRUTURA	Técnico em Transporte Dutoviário	342120	Afretador	
251	INFRAESTRUTURA	Técnico em Transporte Dutoviário	342125	Assistente de logística de transporte	
252	INFRAESTRUTURA	Técnico em Transporte Dutoviário	342315	Supervisor de carga e descarga	
254	INFRAESTRUTURA	Técnico em Transporte Metroferroviário	342110	Operador de transporte multimodal	
253	INFRAESTRUTURA	Técnico em Transporte Metroferroviário	342120	Afretador	
255	INFRAESTRUTURA	Técnico em Transporte Metroferroviário	342315	Supervisor de carga e descarga	
256	INFRAESTRUTURA	Técnico em Transporte Metroferroviário	783110	Manobrador	
257	INFRAESTRUTURA	Técnico em Transporte Rodoviário	342210	Despachante aduaneiro	
258	INFRAESTRUTURA	Técnico em Transporte Rodoviário	342305	Chefe de serviço de transporte rodoviário (passageiros e cargas)	
